image_path,label,area,convex_hull_area,solidity,perimeter,width,height,longest_path,center_of_mass_x,center_of_mass_y,convex_hull_vertices
dataset_augment/Grape/Grape_Esca/image (202).JPG,1,26538.0,35095.0,0.7561760934606069,1387.5849100351334,214,214,1612,122.04329640515488,142.13241389705328,22
dataset_augment/Grape/Grape_Esca/image (1075).JPG,1,26641.0,30928.0,0.8613877392653906,842.8670928478241,225,199,1556,118.73927405127435,139.3972823842949,19
dataset_augment/Grape/Grape_Esca/image (717).JPG,1,27449.0,31651.0,0.8672395816877824,898.8254626989365,192,217,1565,133.08324529126745,130.74877044701083,26
dataset_augment/Grape/Grape_Esca/image (347).JPG,1,22681.0,33404.0,0.6789905400550832,1637.8519358634949,213,218,1661,125.63811119439178,133.42251223491027,21
dataset_augment/Grape/Grape_Esca/image (1130).JPG,1,29864.0,33312.0,0.8964937560038425,816.2985513210297,213,187,1427,134.5983123493169,125.67087463166354,24
dataset_augment/Grape/Grape_Esca/image (469).JPG,1,28332.0,34126.0,0.8302174295258747,960.7665876150131,220,195,1726,127.19560920513906,135.09963998305804,23
dataset_augment/Grape/Grape_Esca/image (193).JPG,1,31843.0,37736.0,0.8438361246555014,983.1513636112213,201,249,1730,125.78202430675502,139.494959645762,26
dataset_augment/Grape/Grape_Esca/image (890).JPG,1,36406.0,43513.5,0.8366598871614557,1139.778780221939,247,256,1856,130.44261934845903,140.80113168159096,19
dataset_augment/Grape/Grape_Esca/image (9).JPG,1,24177.0,28337.5,0.8531804146449051,800.7838325500488,213,182,1502,133.99098316581876,128.2898622657898,17
dataset_augment/Grape/Grape_Esca/image (486).JPG,1,32120.0,38873.0,0.82628045172742,1121.5188946723938,216,243,1629,136.90681818181818,137.3071917808219,26
dataset_augment/Grape/Grape_Esca/image (255).JPG,1,29681.0,38243.0,0.7761158904897628,1469.3006392717361,227,239,1634,135.29304942555845,144.06232943633975,24
dataset_augment/Grape/Grape_Esca/image (1022).JPG,1,33001.0,47559.5,0.6938887078291404,1580.1172708272934,238,239,2086,122.59695160752705,132.26850701493893,20
dataset_augment/Grape/Grape_Esca/image (1188).JPG,1,34418.0,39595.5,0.8692401914358955,978.8082177639008,237,243,1671,118.68362484746353,146.54945086873147,22
dataset_augment/Grape/Grape_Esca/image (605).JPG,1,24059.0,37358.0,0.6440119920766636,2055.9643363952637,235,230,1725,137.0301758177813,141.65297809551518,23
dataset_augment/Grape/Grape_Esca/image (310).JPG,1,27468.0,34484.5,0.7965317751453551,1155.0336134433746,219,221,1479,123.19495412844037,142.21577836027376,16
dataset_augment/Grape/Grape_Esca/image (1167).JPG,1,34900.0,45701.0,0.7636594385243212,1495.11687374115,244,238,1928,115.38071633237823,144.81418338108884,17
dataset_augment/Grape/Grape_Esca/image (740).JPG,1,19924.0,27925.0,0.7134825425246195,1185.11687374115,195,211,1541,150.293465167637,137.23966071070066,23
dataset_augment/Grape/Grape_Esca/image (886).JPG,1,30164.0,36122.5,0.8350474081251298,959.1097334623337,202,239,1655,143.7594151969235,143.22477125049727,23
dataset_augment/Grape/Grape_Esca/image (1258).JPG,1,40631.0,46482.5,0.8741139138385414,1079.5533845424652,253,227,2039,134.22576357953287,126.93170239472325,21
dataset_augment/Grape/Grape_Esca/image (185).JPG,1,22831.0,27193.0,0.839591071231567,893.168608546257,167,209,1444,133.26591038500285,137.75708466558626,19
dataset_augment/Grape/Grape_Esca/image (490).JPG,1,25449.0,31361.0,0.811485603137655,1018.9503531455994,219,200,1533,133.07615230460922,130.7117764941648,24
dataset_augment/Grape/Grape_Esca/image (869).JPG,1,29113.0,35724.0,0.8149423356846938,983.6955199241638,217,220,1473,132.34043210936696,148.57101638443308,20
dataset_augment/Grape/Grape_Esca/image (613).JPG,1,29090.0,34448.5,0.8444489600418015,932.5239470005035,208,233,1589,131.45737366792713,143.0319353729804,20
dataset_augment/Grape/Grape_Esca/image (1034).JPG,1,24063.0,28720.0,0.8378481894150418,898.0559107065201,176,214,1472,127.58218011054316,141.716743548186,22
dataset_augment/Grape/Grape_Esca/image (243).JPG,1,32388.0,40718.5,0.795412404680919,1299.7442903518677,231,235,1569,131.09784488082005,137.38835371125109,19
dataset_augment/Grape/Grape_Esca/image (756).JPG,1,29551.0,39304.5,0.751847752801842,1325.6437851190567,231,239,1651,128.57216337856588,152.55050590504553,21
dataset_augment/Grape/Grape_Esca/image (1171).JPG,1,31969.0,37758.0,0.846681497960697,1003.2102386951447,223,234,1578,130.03684819669056,141.1599049078795,29
dataset_augment/Grape/Grape_Esca/image (306).JPG,1,27374.0,32204.0,0.8500186312259347,926.5239470005035,195,221,1533,128.42522101263972,142.8807627675897,22
dataset_augment/Grape/Grape_Esca/image (428).JPG,1,27595.0,37518.5,0.7355038181163959,1154.5655771493912,235,238,1555,126.95379597753217,134.077369088603,18
dataset_augment/Grape/Grape_Esca/image (582).JPG,1,34439.0,41043.5,0.8390853606539403,1066.2640614509583,224,246,1708,131.92058422137694,153.31226226080898,19
dataset_augment/Grape/Grape_Esca/image (994).JPG,1,29701.0,36246.5,0.8194170471631744,918.1391710042953,209,234,1600,137.34880980438368,141.57937443183732,24
dataset_augment/Grape/Grape_Esca/image (84).JPG,1,24607.0,31101.0,0.7911964245522652,1134.5067020654678,215,198,1508,121.3907424716544,142.68862518795464,23
dataset_augment/Grape/Grape_Esca/image (1063).JPG,1,30633.0,35683.5,0.8584639959645214,946.3229365348816,216,229,1565,126.95896582117325,144.52309600757354,18
dataset_augment/Grape/Grape_Esca/image (214).JPG,1,54344.0,61567.0,0.882680656845388,1731.5330843925476,256,256,2237,127.77890843515384,107.60291844545856,7
dataset_augment/Grape/Grape_Esca/image (644).JPG,1,33590.0,45113.0,0.7445747345554496,1439.2590091228485,225,249,1849,121.86248883596308,135.99854123250967,18
dataset_augment/Grape/Grape_Esca/image (1126).JPG,1,33108.0,39426.5,0.8397397689371362,1014.7665876150131,240,233,1754,130.7303974870122,139.09248519995168,21
dataset_augment/Grape/Grape_Esca/image (351).JPG,1,25219.0,31404.0,0.8030505668067762,1199.2762540578842,193,223,1545,131.75387604583847,136.02720171299418,21
dataset_augment/Grape/Grape_Esca/image (701).JPG,1,25489.0,32668.0,0.7802436635239378,1273.1757488250732,193,219,1526,132.5065714621994,135.50535525128487,19
dataset_augment/Grape/Grape_Esca/image (215).JPG,1,36506.0,42734.5,0.8542512489908621,1090.891478061676,240,241,1748,128.4397359338191,135.71653974689093,23
dataset_augment/Grape/Grape_Esca/image (1062).JPG,1,30374.0,36926.5,0.8225529091573802,1006.7077125310898,223,215,1540,126.004477513663,133.5861592151182,23
dataset_augment/Grape/Grape_Esca/image (645).JPG,1,24506.0,30823.5,0.7950427433613964,980.4234417676926,215,205,1408,122.21072390434996,145.61287031747327,21
dataset_augment/Grape/Grape_Esca/image (350).JPG,1,46469.0,55015.5,0.8446528705546619,1815.3523740768433,236,256,2190,145.0147410101358,116.94600701542964,12
dataset_augment/Grape/Grape_Esca/image (1127).JPG,1,24724.0,37729.0,0.6553049378462191,1450.179944396019,221,220,1862,116.92133149975731,114.43941109852774,22
dataset_augment/Grape/Grape_Esca/image (700).JPG,1,25524.0,33157.5,0.7697805926261027,1110.0630509853363,219,208,1483,125.6409653659301,127.62188528443818,20
dataset_augment/Grape/Grape_Esca/image (429).JPG,1,26091.0,30636.5,0.8516312241933641,934.5655771493912,216,202,1481,122.96140431566441,133.82932812080793,25
dataset_augment/Grape/Grape_Esca/image (583).JPG,1,28053.0,37921.0,0.7397747949684871,1460.7981131076813,238,228,1564,132.06334438384488,137.13884433037464,23
dataset_augment/Grape/Grape_Esca/image (995).JPG,1,29841.0,35896.5,0.8313066733525553,936.281306385994,206,232,1687,129.88726919339163,139.7208538587849,19
dataset_augment/Grape/Grape_Esca/image (85).JPG,1,32328.0,38150.0,0.847391874180865,964.080295920372,231,217,1580,122.3989730264786,137.2332034149963,22
dataset_augment/Grape/Grape_Esca/image (612).JPG,1,24240.0,29089.5,0.8332903625019337,946.6416971683502,172,238,1612,124.22784653465347,131.66588283828384,20
dataset_augment/Grape/Grape_Esca/image (242).JPG,1,32345.0,38859.5,0.8323575959546572,1062.3645666837692,242,205,1594,123.36698098624208,130.35680939867058,24
dataset_augment/Grape/Grape_Esca/image (1035).JPG,1,32091.0,37144.0,0.8639618780960586,913.7960251569748,244,207,1678,127.2181296936836,139.35633043532454,25
dataset_augment/Grape/Grape_Esca/image (757).JPG,1,23473.0,30214.0,0.7768915072482955,1177.9625457525253,183,227,1571,136.04179269799343,146.47982788735993,25
dataset_augment/Grape/Grape_Esca/image (307).JPG,1,35794.0,41694.0,0.8584928287043699,1020.080295920372,232,245,1692,129.23828015868582,140.06713415656256,27
dataset_augment/Grape/Grape_Esca/image (1170).JPG,1,29095.0,37106.0,0.7841049964965234,1207.1341186761856,223,217,1604,129.57886234748239,134.6278054648565,21
dataset_augment/Grape/Grape_Esca/image (887).JPG,1,24858.0,28280.5,0.8789802160499284,760.3990565538406,222,181,1527,123.5965886233808,127.46628851878671,28
dataset_augment/Grape/Grape_Esca/image (1259).JPG,1,29925.0,35457.5,0.8439681308608898,969.3523740768433,217,213,1535,131.254335839599,126.23261487050961,22
dataset_augment/Grape/Grape_Esca/image (184).JPG,1,26435.0,30660.5,0.862184243570718,874.4823168516159,205,217,1427,132.2294685076603,148.3474938528466,22
dataset_augment/Grape/Grape_Esca/image (491).JPG,1,32694.0,40900.0,0.7993643031784841,1217.9209156036377,235,238,1682,123.70058726371812,141.13188964335964,20
dataset_augment/Grape/Grape_Esca/image (868).JPG,1,27252.0,37803.0,0.7208951670502342,1447.3422694206238,218,242,1561,131.93894026126523,136.78350212828417,19
dataset_augment/Grape/Grape_Esca/image (1023).JPG,1,30523.0,36869.5,0.8278658511778028,952.281306385994,219,226,1689,133.71342921731153,136.0529436818137,20
dataset_augment/Grape/Grape_Esca/image (254).JPG,1,22716.0,32239.0,0.7046124259437327,1511.225203871727,207,231,1659,143.66486177143864,144.3399806303927,21
dataset_augment/Grape/Grape_Esca/image (1189).JPG,1,28980.0,36555.5,0.792767162260125,1132.4478269815445,223,217,1704,120.29033816425121,136.56304347826088,21
dataset_augment/Grape/Grape_Esca/image (604).JPG,1,30085.0,39109.0,0.7692602725715308,1416.2343240976334,228,240,1650,131.34425793584842,147.9129798903108,21
dataset_augment/Grape/Grape_Esca/image (1166).JPG,1,33713.0,40160.0,0.8394671314741036,1065.29349899292,226,250,1626,134.0437220063477,138.20039747278497,18
dataset_augment/Grape/Grape_Esca/image (311).JPG,1,30895.0,37383.0,0.8264451756145842,1141.6955199241638,221,223,1771,141.16520472568376,153.45340670011328,19
dataset_augment/Grape/Grape_Esca/image (741).JPG,1,30032.0,36525.5,0.8222200928118711,1060.6660823822021,222,220,1531,119.57651838039425,138.12723095364944,17
dataset_augment/Grape/Grape_Esca/image (468).JPG,1,32780.0,42716.5,0.7673849683377617,1779.391648888588,246,234,1914,124.68798047589993,137.87959121415497,18
dataset_augment/Grape/Grape_Esca/image (192).JPG,1,25303.0,33483.5,0.755685636208879,1415.602154970169,216,210,1440,138.7075445599336,132.24506975457456,25
dataset_augment/Grape/Grape_Esca/image (891).JPG,1,28675.0,35096.5,0.81703303748237,951.7960251569748,212,223,1544,131.60122057541412,142.38566695727985,17
dataset_augment/Grape/Grape_Esca/image (8).JPG,1,22876.0,28879.5,0.7921189771291054,872.281306385994,187,223,1500,132.59354782304598,139.69277845777233,16
dataset_augment/Grape/Grape_Esca/image (487).JPG,1,24355.0,29783.5,0.8177346517366999,1006.1219260692596,178,232,1688,119.62705809895299,140.339889139807,26
dataset_augment/Grape/Grape_Esca/image (653).JPG,1,35897.0,40230.0,0.8922943077305493,894.6244522333145,221,218,1680,121.82062567902611,128.69847062428616,27
dataset_augment/Grape/Grape_Esca/image (1074).JPG,1,26918.0,32752.5,0.8218609266468209,908.281306385994,224,197,1509,129.51831488223493,142.16609703544097,25
dataset_augment/Grape/Grape_Esca/image (203).JPG,1,32203.0,38351.5,0.8396803254110009,950.4650719165802,231,227,1692,124.23634443995901,140.35860013042264,25
dataset_augment/Grape/Grape_Esca/image (716).JPG,1,28615.0,32764.0,0.8733671102429496,863.9137753248215,226,203,1623,131.35076009086143,135.19423379346497,22
dataset_augment/Grape/Grape_Esca/image (1131).JPG,1,40590.0,50242.0,0.8078898133036105,2211.8447955846786,256,239,2017,125.77312145848731,156.8379403794038,9
dataset_augment/Grape/Grape_Esca/image (346).JPG,1,24845.0,29762.5,0.8347753044939101,915.269113779068,193,220,1501,126.67273093177701,145.77540752666533,21
dataset_augment/Grape/Grape_Esca/image (595).JPG,1,28128.0,42797.5,0.6572346515567498,1433.7636624574661,229,256,2187,130.3061362343572,154.13481228668942,19
dataset_augment/Grape/Grape_Esca/image (1218).JPG,1,31266.0,39581.0,0.7899244587049342,1057.1341186761856,230,245,1639,130.86640440094672,141.2383739525363,17
dataset_augment/Grape/Grape_Esca/image (93).JPG,1,27924.0,31940.0,0.874264245460238,821.3107439279556,214,209,1476,123.26432459533018,135.80368142099985,26
dataset_augment/Grape/Grape_Esca/image (829).JPG,1,29987.0,35523.5,0.8441454248596,891.6955199241638,214,229,1567,120.05945909894288,139.30549904958815,26
dataset_augment/Grape/Grape_Esca/image (983).JPG,1,29851.0,39475.0,0.7562001266624446,1335.6437851190567,229,233,1622,139.30913537234935,134.06103648118992,25
dataset_augment/Grape/Grape_Esca/image (297).JPG,1,22153.0,28114.0,0.787970406203315,1012.1219260692596,172,216,1484,127.34658962668713,137.01345190267685,22
dataset_augment/Grape/Grape_Esca/image (628).JPG,1,24693.0,30041.0,0.8219766319363536,986.9675980806351,181,225,1533,125.42339934394363,143.58227027902643,22
dataset_augment/Grape/Grape_Esca/image (278).JPG,1,31956.0,37812.5,0.8451173553719008,1105.2518688440323,225,235,1591,128.48657529102516,135.11046438853424,20
dataset_augment/Grape/Grape_Esca/image (782).JPG,1,29023.0,34596.0,0.8389120129494739,907.6955199241638,231,204,1631,124.2818798883644,132.46669882506978,22
dataset_augment/Grape/Grape_Esca/image (1326).JPG,1,26221.0,30511.5,0.8593808891729348,879.4112491607666,212,196,1496,123.64330117081728,128.5733953701232,24
dataset_augment/Grape/Grape_Esca/image (151).JPG,1,31025.0,36544.0,0.8489765761821366,972.6072072982788,231,217,1584,129.50204673650282,134.21179693795327,26
dataset_augment/Grape/Grape_Esca/image (501).JPG,1,28474.0,34321.5,0.8296257447955363,1004.6244522333145,204,234,1513,135.08358502493502,141.87255039685326,24
dataset_augment/Grape/Grape_Esca/image (852).JPG,1,26674.0,31041.0,0.8593150993846848,910.4823168516159,214,190,1473,121.89735322786234,131.46078578390942,23
dataset_augment/Grape/Grape_Esca/image (917).JPG,1,26163.0,39551.5,0.6614919788124344,1453.100118637085,229,238,1743,116.52822688529604,167.0564155486756,17
dataset_augment/Grape/Grape_Esca/image (1263).JPG,1,29730.0,35196.0,0.8446982611660416,971.2102386951447,224,216,1558,129.3580894719139,136.95839219643457,27
dataset_augment/Grape/Grape_Esca/image (444).JPG,1,26493.0,33019.5,0.8023440694135283,1086.2640614509583,226,201,1645,123.90246480202318,126.66126901445665,21
dataset_augment/Grape/Grape_Esca/image (690).JPG,1,23522.0,35151.5,0.6691606332588936,1924.421442270279,229,239,1724,134.92449621630814,142.2658787518068,19
dataset_augment/Grape/Grape_Esca/image (1058).JPG,1,26974.0,32803.5,0.8222903043882512,1005.7543950080872,193,230,1559,135.50737747460516,127.35790020019277,21
dataset_augment/Grape/Grape_Esca/image (385).JPG,1,28953.0,33896.0,0.8541715836676894,1005.6122596263885,186,245,1699,132.41142541360136,144.47007218595655,18
dataset_augment/Grape/Grape_Esca/image (805).JPG,1,32701.0,40951.5,0.7985299683772267,1359.8639965057373,210,249,1733,129.81138191492616,159.16400110088375,19
dataset_augment/Grape/Grape_Esca/image (556).JPG,1,32119.0,38415.0,0.8361056878823376,1158.4478269815445,232,231,1710,127.14539680562906,122.42081011239453,32
dataset_augment/Grape/Grape_Esca/image (1371).JPG,1,27374.0,32157.5,0.8512477649070979,861.9970356225967,193,229,1591,125.42861839701906,144.2146197121356,19
dataset_augment/Grape/Grape_Esca/image (106).JPG,1,30276.0,37557.0,0.8061346752935538,1085.9209156036377,215,241,1481,130.06595983617387,141.22555819791253,19
dataset_augment/Grape/Grape_Esca/image (413).JPG,1,27503.0,32111.0,0.8564977733486967,867.6122596263885,189,245,1643,128.48951023524705,149.15045631385667,17
dataset_augment/Grape/Grape_Esca/image (1234).JPG,1,28195.0,34425.5,0.819014974364933,1025.3767592906952,209,231,1548,135.7787550984217,136.1056215641071,18
dataset_augment/Grape/Grape_Esca/image (50).JPG,1,27009.0,32839.5,0.8224546658749372,1019.7371500730515,198,219,1506,134.97896997297198,142.27246473397756,17
dataset_augment/Grape/Grape_Esca/image (940).JPG,1,28277.0,37309.5,0.7579034830271111,1415.827550649643,229,225,1551,138.8295434452028,137.75015029882942,20
dataset_augment/Grape/Grape_Esca/image (686).JPG,1,32807.0,39150.0,0.8379821200510855,1126.6072072982788,227,237,1667,124.9865272655226,136.6775383302344,22
dataset_augment/Grape/Grape_Esca/image (669).JPG,1,28234.0,35267.5,0.8005670943503226,1233.2173789739609,215,224,1521,131.26032443153645,135.89689735779555,25
dataset_augment/Grape/Grape_Esca/image (393).JPG,1,22681.0,31995.0,0.7088920143772465,1409.8864257335663,187,234,1610,145.88007583439884,143.63943388739474,15
dataset_augment/Grape/Grape_Esca/image (239).JPG,1,27694.0,36826.0,0.7520230272090371,1261.4183894395828,237,203,1646,113.90380587852964,120.70044052863436,21
dataset_augment/Grape/Grape_Esca/image (110).JPG,1,27354.0,35333.0,0.7741771148784422,1196.7493426799774,227,217,1514,130.84382540030708,142.07472398917892,19
dataset_augment/Grape/Grape_Esca/image (1367).JPG,1,29410.0,34574.0,0.8506392086539017,929.6538897752762,186,231,1659,128.12546752805167,139.2933015980959,24
dataset_augment/Grape/Grape_Esca/image (540).JPG,1,34033.0,42264.0,0.8052479651713041,1035.29349899292,238,238,1649,129.75194664002586,151.19924778891075,21
dataset_augment/Grape/Grape_Esca/image (813).JPG,1,25352.0,31296.0,0.8100715746421268,1175.29349899292,192,225,1507,132.2255443357526,143.7623856106027,21
dataset_augment/Grape/Grape_Esca/image (956).JPG,1,27513.0,36668.5,0.7503170296030653,1252.1463112831116,212,239,1605,120.25071784247447,143.23777850470685,19
dataset_augment/Grape/Grape_Esca/image (46).JPG,1,30612.0,36291.0,0.843514921054807,1039.7371500730515,201,231,1572,123.24297661047954,132.9921599372795,21
dataset_augment/Grape/Grape_Esca/image (1222).JPG,1,43202.0,54295.0,0.7956902108849802,1705.0508583784103,256,256,2039,134.2514698393593,115.12517938984307,10
dataset_augment/Grape/Grape_Esca/image (405).JPG,1,23287.0,27780.0,0.8382649388048956,861.4701242446899,185,214,1471,130.17219908103235,142.28913127496028,22
dataset_augment/Grape/Grape_Esca/image (281).JPG,1,31060.0,35931.5,0.8644225818571448,983.2518688440323,232,212,1505,131.72520927237605,141.5276561493883,22
dataset_augment/Grape/Grape_Esca/image (794).JPG,1,21380.0,29837.5,0.7165479681608714,1164.6315925121307,193,222,1610,151.8174929840973,145.75813844714688,23
dataset_augment/Grape/Grape_Esca/image (1019).JPG,1,31950.0,37017.0,0.8631169462679309,918.4234417676926,226,224,1551,126.46381846635367,137.08118935837246,23
dataset_augment/Grape/Grape_Esca/image (844).JPG,1,30642.0,39285.0,0.7799923634975181,1290.8326029777527,232,221,1695,129.00688597350043,139.24782977612426,18
dataset_augment/Grape/Grape_Esca/image (517).JPG,1,30805.0,36879.5,0.835287897070188,1064.2224313020706,221,231,1608,123.11082616458367,137.43350105502353,24
dataset_augment/Grape/Grape_Esca/image (147).JPG,1,28308.0,35843.0,0.7897776413804648,1110.0214208364487,236,204,1593,128.1750035325703,133.95354670057935,23
dataset_augment/Grape/Grape_Esca/image (1330).JPG,1,29401.0,33950.0,0.8660088365243005,861.8965303897858,235,199,1595,130.29641848916702,137.3677766062379,25
dataset_augment/Grape/Grape_Esca/image (452).JPG,1,32116.0,40950.0,0.7842735042735043,1198.205186367035,236,235,1758,125.44295678166645,133.08425706812804,22
dataset_augment/Grape/Grape_Esca/image (1275).JPG,1,28741.0,33297.5,0.8631578947368421,883.2102386951447,219,211,1540,122.51682265752757,128.33450471451934,21
dataset_augment/Grape/Grape_Esca/image (11).JPG,1,28549.0,38243.5,0.7465059421862539,1462.7564829587936,216,226,1694,141.0597569091737,129.40488283302392,24
dataset_augment/Grape/Grape_Esca/image (901).JPG,1,24609.0,30612.0,0.8039004312034497,979.1097334623337,169,235,1681,129.3695802348734,130.23068795968953,22
dataset_augment/Grape/Grape_Esca/image (976).JPG,1,37056.0,45500.5,0.8144086328721662,1365.70266020298,248,235,1908,124.04679404145078,138.0211841537133,26
dataset_augment/Grape/Grape_Esca/image (66).JPG,1,29598.0,34902.0,0.8480316314251333,943.2518688440323,220,216,1510,126.03260355429421,136.52027163997568,22
dataset_augment/Grape/Grape_Esca/image (1202).JPG,1,26192.0,34727.5,0.7542149593261824,1061.092488527298,204,243,1653,125.23854612095296,142.18772907758094,17
dataset_augment/Grape/Grape_Esca/image (425).JPG,1,27845.0,34328.0,0.8111454206478677,1023.1513636112213,229,203,1589,127.48658646076495,135.57040761357516,21
dataset_augment/Grape/Grape_Esca/image (130).JPG,1,26991.0,31954.5,0.8446697648218561,985.3523740768433,189,229,1515,136.6325441813938,137.92127005298062,24
dataset_augment/Grape/Grape_Esca/image (1347).JPG,1,22864.0,36161.5,0.632274656748199,1323.4411033391953,222,228,1976,136.9274842547236,133.59324702589223,19
dataset_augment/Grape/Grape_Esca/image (89).JPG,1,33870.0,40451.0,0.8373093372228128,1001.4528793096542,228,241,1650,126.41916149985238,146.96581045172718,20
dataset_augment/Grape/Grape_Esca/image (560).JPG,1,26975.0,32258.5,0.8362137111149,907.6538897752762,196,227,1542,129.21223354958295,141.48166821130675,20
dataset_augment/Grape/Grape_Esca/image (833).JPG,1,30142.0,35861.0,0.8405231309779426,911.4945094585419,224,225,1558,130.47810364275762,135.71869816203304,25
dataset_augment/Grape/Grape_Esca/image (999).JPG,1,30314.0,35788.0,0.8470437017994858,977.0508583784103,227,215,1593,123.53734248202151,136.90304809658903,25
dataset_augment/Grape/Grape_Esca/image (649).JPG,1,22012.0,26515.0,0.8301716009805771,816.5828220844269,186,193,1342,130.4181355624205,135.86062147919316,23
dataset_augment/Grape/Grape_Esca/image (219).JPG,1,22194.0,27853.0,0.7968261946648476,954.0386657714844,194,208,1416,110.27534468775345,147.66220600162205,19
dataset_augment/Grape/Grape_Esca/image (1081).JPG,1,33337.0,39056.0,0.8535692339205244,952.8670928478241,228,240,1683,132.00092989771125,145.3841977382488,25
dataset_augment/Grape/Grape_Esca/image (472).JPG,1,28998.0,34391.5,0.8431734585580739,1060.8082177639008,190,241,1684,125.05965928684736,144.2422580867646,23
dataset_augment/Grape/Grape_Esca/image (188).JPG,1,35047.0,41747.5,0.8394993712198335,1107.4945094585419,247,226,1747,126.9485547978429,130.87337004593832,24
dataset_augment/Grape/Grape_Esca/image (1255).JPG,1,26904.0,36270.0,0.7417700578990901,1647.6638896465302,205,250,1747,134.97829319060364,140.13778620279513,20
dataset_augment/Grape/Grape_Esca/image (31).JPG,1,29518.0,36600.0,0.8065027322404371,1060.1219260692596,239,221,1531,123.77315536282946,150.160139575852,19
dataset_augment/Grape/Grape_Esca/image (921).JPG,1,33098.0,38221.0,0.8659637372125272,997.4356343746185,227,231,1575,130.26412472052692,137.93495075231132,25
dataset_augment/Grape/Grape_Esca/image (864).JPG,1,25112.0,30274.0,0.8294906520446588,954.3818116188049,183,221,1503,134.09963364128703,146.97327970691302,20
dataset_augment/Grape/Grape_Esca/image (537).JPG,1,25786.0,30300.5,0.8510090592564479,836.4823168516159,187,213,1462,127.73939346932444,144.81606297991158,26
dataset_augment/Grape/Grape_Esca/image (167).JPG,1,29076.0,34224.5,0.8495668307791202,921.979790687561,222,201,1580,126.17832576695557,141.91522217636538,25
dataset_augment/Grape/Grape_Esca/image (1310).JPG,1,36119.0,46997.0,0.768538417345788,1405.4772645235062,256,240,1874,126.10703507849054,143.25069907804757,17
dataset_augment/Grape/Grape_Esca/image (1039).JPG,1,25164.0,33337.0,0.7548369679335273,1208.205186367035,209,224,1599,141.30762199968208,131.65271816881258,23
dataset_augment/Grape/Grape_Esca/image (1193).JPG,1,28945.0,40604.5,0.7128520237904665,1483.928055882454,222,239,1651,122.3534634651926,135.72720677146313,20
dataset_augment/Grape/Grape_Esca/image (937).JPG,1,29096.0,35595.5,0.8174066946664607,1084.4061968326569,226,220,1563,127.9334960131977,145.72009898267802,24
dataset_augment/Grape/Grape_Esca/image (27).JPG,1,25500.0,35648.0,0.7153276481149012,1408.9991235733032,201,227,1428,142.2521568627451,143.13792156862746,20
dataset_augment/Grape/Grape_Esca/image (1243).JPG,1,22629.0,26511.0,0.8535702161366979,853.6538897752762,188,183,1343,130.80710592602412,123.74271951920103,22
dataset_augment/Grape/Grape_Esca/image (464).JPG,1,25610.0,31618.0,0.8099816560187235,967.2102386951447,189,234,1604,134.10796563842248,143.23213588442016,24
dataset_augment/Grape/Grape_Esca/image (1306).JPG,1,31289.0,39028.0,0.8017064671517885,1555.1798881292343,234,220,1571,122.22365687621848,128.28732142286427,21
dataset_augment/Grape/Grape_Esca/image (171).JPG,1,31069.0,37212.5,0.8349076251259657,1089.9381605386734,215,238,1611,127.40503395667707,135.58888280923108,24
dataset_augment/Grape/Grape_Esca/image (4).JPG,1,29781.0,36618.5,0.8132774417302729,1022.991983294487,210,235,1598,123.67324804405493,135.16067291225949,28
dataset_augment/Grape/Grape_Esca/image (521).JPG,1,35166.0,43771.0,0.8034086495624957,1835.0410109758377,245,256,1906,124.21972928396747,143.73656372632658,15
dataset_augment/Grape/Grape_Esca/image (872).JPG,1,27913.0,32811.5,0.8507078310958048,903.1097334623337,211,216,1471,132.64984057607566,142.90259019095046,23
dataset_augment/Grape/Grape_Esca/image (608).JPG,1,31179.0,38133.5,0.817627545334155,1024.9259679317474,226,245,1733,124.29041983386253,146.83443984733313,23
dataset_augment/Grape/Grape_Esca/image (1185).JPG,1,23781.0,32711.5,0.7269920364397842,1337.6437851190567,205,213,1544,109.48496699045457,140.18603086497623,22
dataset_augment/Grape/Grape_Esca/image (258).JPG,1,26789.0,31251.0,0.8572205689417939,875.3107439279556,205,212,1461,125.71212064653403,143.63731382283774,25
dataset_augment/Grape/Grape_Esca/image (433).JPG,1,27228.0,35738.5,0.7618674538662786,1479.6193999052048,199,223,1643,120.8197076538857,132.6276627001616,19
dataset_augment/Grape/Grape_Esca/image (1214).JPG,1,31716.0,37757.5,0.839992054558697,986.9087229967117,226,223,1734,135.070469163829,139.6389204187161,18
dataset_augment/Grape/Grape_Esca/image (599).JPG,1,29574.0,35521.5,0.8325661923060682,938.080295920372,231,204,1634,125.19297355785487,134.17163724893487,25
dataset_augment/Grape/Grape_Esca/image (70).JPG,1,28210.0,32180.0,0.8766314481044126,884.9259679317474,230,180,1644,110.10173697270471,114.92552286423255,26
dataset_augment/Grape/Grape_Esca/image (960).JPG,1,28487.0,34861.5,0.8171478565179353,1089.192993760109,204,236,1641,127.94506266016077,142.75199213676413,21
dataset_augment/Grape/Grape_Esca/image (825).JPG,1,31355.0,38548.5,0.8133909231228194,1021.8204103708267,224,239,1643,130.26614575027907,149.4231542018817,23
dataset_augment/Grape/Grape_Esca/image (576).JPG,1,27873.0,32462.5,0.8586214863303812,871.9381605386734,205,221,1601,134.08287590140998,144.9383274136261,23
dataset_augment/Grape/Grape_Esca/image (1351).JPG,1,19603.0,29535.5,0.6637097729850518,1484.1290663480759,196,210,1416,131.96776003672906,160.83844309544457,19
